,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
4375,url_no_5275,78,0,"a majority of bookings has come from customers aged 55 and over , with many saying they were looking to get away after having the Covid-19 vaccine","a majority of bookings has come from customers aged 55 and over , with many saying a majority of bookings were looking to get away after having the Covid-19 vaccine","['a', 'major', 'of', 'book', 'ha', 'come', 'from', 'custom', 'age', '55', 'and', 'over', ',', 'with', 'mani', 'say', 'they', 'were', 'look', 'to', 'get', 'away', 'after', 'have', 'the', 'covid-19', 'vaccin']","['a', 'major', 'of', 'book', 'ha', 'come', 'from', 'custom', 'age', '55', 'and', 'over', ',', 'with', 'mani', 'say', 'a', 'major', 'of', 'book', 'were', 'look', 'to', 'get', 'away', 'after', 'have', 'the', 'covid-19', 'vaccin']","['a', 'major', 'of', 'book', 'ha', 'come', 'from', 'custom', 'age', '55', 'and', 'over', ',', 'with', 'mani', 'say', 'they', 'were', 'look', 'to', 'get', 'away', 'after', 'have', 'the', 'covid-19', 'vaccin']","['a', 'major', 'of', 'book', 'ha', 'come', 'from', 'custom', 'age', '55', 'and', 'over', ',', 'with', 'mani', 'say', 'a', 'major', 'of', 'book', 'were', 'look', 'to', 'get', 'away', 'after', 'have', 'the', 'covid-19', 'vaccin']",dailymail.co.uk/news/article-9282177/Demand-UK-holidays-ten-times-higher-2019-prices-50.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,demand for uk holidays ten times higher than 2019 and prices up by as much as 50,2021-02-20 17:04:42.000000,drudgereport,anti,cc,False,demand for uk holidays ten times higher than 2019 and prices up by as much as 50,right
13374,url_no_18948,118,0,— Google will be using VaccineFinder data to serve up a list of local Covid-19 vaccination sites and logistical information,— Google will be using VaccineFinder data to serve up a list of local Covid-19 vaccination sites and logistical information,"['—', 'googl', 'will', 'be', 'use', 'vaccinefind', 'data', 'to', 'serv', 'up', 'a', 'list', 'of', 'local', 'covid-19', 'vaccin', 'site', 'and', 'logist', 'inform']","['—', 'googl', 'will', 'be', 'use', 'vaccinefind', 'data', 'to', 'serv', 'up', 'a', 'list', 'of', 'local', 'covid-19', 'vaccin', 'site', 'and', 'logist', 'inform']","['—', 'googl', 'will', 'be', 'use', 'vaccinefind', 'data', 'to', 'serv', 'up', 'a', 'list', 'of', 'local', 'covid-19', 'vaccin', 'site', 'and', 'logist', 'inform']","['—', 'googl', 'will', 'be', 'use', 'vaccinefind', 'data', 'to', 'serv', 'up', 'a', 'list', 'of', 'local', 'covid-19', 'vaccin', 'site', 'and', 'logist', 'inform']",politico.com/newsletters/politico-pulse/2021/01/25/vaccine-crunch-doesnt-curb-biden-teams-expectations-792958,vaccine crunch doesnt curb biden teams expectations,2021-01-25 10:00:17.000000,politico,between,cc,False,vaccine crunch doesnt curb biden teams expectations,right
10481,url_no_14214,44,0,"why US public is being ' put at risk of severe allergic reactions to shoddily - tested vaccines ' Kerry Kennedy Meltzer , 29 , hit out at her uncle   Robert F. Kennedy Jr. , 66 , calling his views on the COVID-19 vaccine   ' dangerously wrong","why US public is being ' put at risk of severe allergic reactions to shoddily - tested vaccines ' Kerry Kennedy Meltzer , 29 , hit out at Doctor granddaughter of anti-vaxxer RFK Jr. uncle   Robert F. Kennedy Jr. , 66 , calling Doctor granddaughter of anti-vaxxer RFK Jr. views on the COVID-19 vaccine   ' dangerously wrong","['whi', 'us', 'public', 'is', 'be', ""'"", 'put', 'at', 'risk', 'of', 'sever', 'allerg', 'reaction', 'to', 'shoddili', '-', 'test', 'vaccin', ""'"", 'kerri', 'kennedi', 'meltzer', ',', '29', ',', 'hit', 'out', 'at', 'her', 'uncl', 'robert', 'f.', 'kennedi', 'jr.', ',', '66', ',', 'call', 'hi', 'view', 'on', 'the', 'covid-19', 'vaccin', ""'"", 'danger', 'wrong']","['whi', 'us', 'public', 'is', 'be', ""'"", 'put', 'at', 'risk', 'of', 'sever', 'allerg', 'reaction', 'to', 'shoddili', '-', 'test', 'vaccin', ""'"", 'kerri', 'kennedi', 'meltzer', ',', '29', ',', 'hit', 'out', 'at', 'doctor', 'granddaught', 'of', 'anti-vaxx', 'rfk', 'jr.', 'uncl', 'robert', 'f.', 'kennedi', 'jr.', ',', '66', ',', 'call', 'doctor', 'granddaught', 'of', 'anti-vaxx', 'rfk', 'jr.', 'view', 'on', 'the', 'covid-19', 'vaccin', ""'"", 'danger', 'wrong']","['whi', 'us', 'public', 'is', 'be\', ""\'"", \'put', 'at', 'risk', 'of', 'sever', 'allerg', 'reaction', 'to', 'shoddili', '-', 'test', 'vaccin\', ""\'"", \'kerri', 'kennedi', 'meltzer', ',', '29', ',', 'hit', 'out', 'at', 'her', 'uncl', 'robert', 'f.', 'kennedi', 'jr.', ',', '66', ',', 'call', 'hi', 'view', 'on', 'the', 'covid-19', 'vaccin\', ""\'"", \'danger', 'wrong']","['whi', 'us', 'public', 'is', 'be\', ""\'"", \'put', 'at', 'risk', 'of', 'sever', 'allerg', 'reaction', 'to', 'shoddili', '-', 'test', 'vaccin\', ""\'"", \'kerri', 'kennedi', 'meltzer', ',', '29', ',', 'hit', 'out', 'at', 'doctor', 'granddaught', 'of', 'anti-vaxx', 'rfk', 'jr.', 'uncl', 'robert', 'f.', 'kennedi', 'jr.', ',', '66', ',', 'call', 'doctor', 'granddaught', 'of', 'anti-vaxx', 'rfk', 'jr.', 'view', 'on', 'the', 'covid-19', 'vaccin\', ""\'"", \'danger', 'wrong']",dailymail.co.uk/news/article-9099761/RFKs-doctor-granddaughter-speaks-against-anti-vaxxer-uncle-Bobby.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,rfks doctor granddaughter speaks out against her antivaxxer uncle bobby,2020-12-30 14:56:57.000000,drudgereport,anti,cc,False,rfks doctor granddaughter speaks out against her antivaxxer uncle bobby,right
3950,url_no_4822,68,0,Covid was a major risk to them personally before having the vaccine,Covid was a major risk to  personally before having the vaccine,"['covid', 'wa', 'a', 'major', 'risk', 'to', 'them', 'person', 'befor', 'have', 'the', 'vaccin']","['covid', 'wa', 'a', 'major', 'risk', 'to', 'person', 'befor', 'have', 'the', 'vaccin']","['covid', 'wa', 'a', 'major', 'risk', 'to', 'them', 'person', 'befor', 'have', 'the', 'vaccin']","['covid', 'wa', 'a', 'major', 'risk', 'to', 'person', 'befor', 'have', 'the', 'vaccin']",dailymail.co.uk/news/article-9325061/Covid-19-Two-five-80s-broken-lockdown-having-dose-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid19 two out of five over80s have broken lockdown since having a first dose of the vaccine,2021-03-04 07:00:29.000000,drudgereport,anti,cc,False,covid19 two out of five over80s have broken lockdown since having a first dose of the vaccine,right
9172,url_no_12505,2,1,Only half of Americans say they would get a COVID-19 vaccine,Only half of Americans say Only half of Americans would get a COVID-19 vaccine,"['onli', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin']","['onli', 'half', 'of', 'american', 'say', 'onli', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin']","['onli', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin']","['onli', 'half', 'of', 'american', 'say', 'onli', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin']",dispatch.com/zz/news/20200527/only-half-of-americans-say-they-would-get-covid-19-vaccine-ap-norc-poll-shows?rssfeed=true,only half of americans say they would get a covid19 vaccine apnorc poll shows,2020-05-27 10:28:35.000000,columbus_dispatch,anti,cc,True,only half of americans say they would get a covid19 vaccine apnorc poll shows,right
13377,url_no_18956,138,0,"In response to these requests , and in keeping with India ’s stated commitment to use India ’s vaccine production and delivery capacity to help all of humanity fight the Covid pandemic","In response to these requests , and in keeping with India ’s stated commitment to use India ’s vaccine production and delivery capacity to help all of humanity fight the Covid pandemic","['in', 'respons', 'to', 'these', 'request', ',', 'and', 'in', 'keep', 'with', 'india', '’', 's', 'state', 'commit', 'to', 'use', 'india', '’', 's', 'vaccin', 'product', 'and', 'deliveri', 'capac', 'to', 'help', 'all', 'of', 'human', 'fight', 'the', 'covid', 'pandem']","['in', 'respons', 'to', 'these', 'request', ',', 'and', 'in', 'keep', 'with', 'india', '’', 's', 'state', 'commit', 'to', 'use', 'india', '’', 's', 'vaccin', 'product', 'and', 'deliveri', 'capac', 'to', 'help', 'all', 'of', 'human', 'fight', 'the', 'covid', 'pandem']","['in', 'respons', 'to', 'these', 'request', ',', 'and', 'in', 'keep', 'with', 'india', '’', 's', 'state', 'commit', 'to', 'use', 'india', '’', 's', 'vaccin', 'product', 'and', 'deliveri', 'capac', 'to', 'help', 'all', 'of', 'human', 'fight', 'the', 'covid', 'pandem']","['in', 'respons', 'to', 'these', 'request', ',', 'and', 'in', 'keep', 'with', 'india', '’', 's', 'state', 'commit', 'to', 'use', 'india', '’', 's', 'vaccin', 'product', 'and', 'deliveri', 'capac', 'to', 'help', 'all', 'of', 'human', 'fight', 'the', 'covid', 'pandem']",forbes.com/sites/saibala/2021/02/24/vaccine-diplomacy-a-new-frontier-in-international-relations/,vaccine diplomacy a new frontier in international relations,2021-02-24 15:29:16.000000,forbes,anti,cc,False,vaccine diplomacy a new frontier in international relations,right
10551,url_no_14295,621,0,"the Pfizer vaccine can prevent 95 per cent of people from getting Covid-19 , including 94 per cent in older age groups","the Pfizer vaccine can prevent 95 per cent of people from getting Covid-19 , including 94 per cent in older age groups","['the', 'pfizer', 'vaccin', 'can', 'prevent', '95', 'per', 'cent', 'of', 'peopl', 'from', 'get', 'covid-19', ',', 'includ', '94', 'per', 'cent', 'in', 'older', 'age', 'group']","['the', 'pfizer', 'vaccin', 'can', 'prevent', '95', 'per', 'cent', 'of', 'peopl', 'from', 'get', 'covid-19', ',', 'includ', '94', 'per', 'cent', 'in', 'older', 'age', 'group']","['the', 'pfizer', 'vaccin', 'can', 'prevent', '95', 'per', 'cent', 'of', 'peopl', 'from', 'get', 'covid-19', ',', 'includ', '94', 'per', 'cent', 'in', 'older', 'age', 'group']","['the', 'pfizer', 'vaccin', 'can', 'prevent', '95', 'per', 'cent', 'of', 'peopl', 'from', 'get', 'covid-19', ',', 'includ', '94', 'per', 'cent', 'in', 'older', 'age', 'group']",dailymail.co.uk/news/article-9029435/Roll-sleeves-V-DAY-Britons-Pfizer-Covid-jab-arrive-hospitals.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,roll up your sleeves for vday first britons to get pfizer covid jab arrive at hospitals,2020-12-08 02:12:01.000000,drudgereport,anti,cc,False,roll up your sleeves for vday first britons to get pfizer covid jab arrive at hospitals,right
5143,url_no_6424,100,0,that the military would be involved in distributing a coronavirus vaccine,that the military would be involved in distributing a coronavirus vaccine,"['that', 'the', 'militari', 'would', 'be', 'involv', 'in', 'distribut', 'a', 'coronaviru', 'vaccin']","['that', 'the', 'militari', 'would', 'be', 'involv', 'in', 'distribut', 'a', 'coronaviru', 'vaccin']","['that', 'the', 'militari', 'would', 'be', 'involv', 'in', 'distribut', 'a', 'coronaviru', 'vaccin']","['that', 'the', 'militari', 'would', 'be', 'involv', 'in', 'distribut', 'a', 'coronaviru', 'vaccin']",dailymail.co.uk/news/article-8826057/Exeter-coronavirus-vaccine-trial-Routine-BGC-vaccine-given-1-000-people-Exeter-University.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,exeter coronavirus vaccine trial routine bgc vaccine is given to 1000 people at exeter university,2020-10-10 08:01:14.000000,drudgereport,anti,cc,False,exeter coronavirus vaccine trial routine bgc vaccine is given to 1000 people at exeter university,right
11982,url_no_16674,133,0,Read more : Getting COVID creates far higher risk of rare blood clots than vaccines,Read more : Getting COVID creates far higher risk of rare blood clots than vaccines,"['read', 'more', ':', 'get', 'covid', 'creat', 'far', 'higher', 'risk', 'of', 'rare', 'blood', 'clot', 'than', 'vaccin']","['read', 'more', ':', 'get', 'covid', 'creat', 'far', 'higher', 'risk', 'of', 'rare', 'blood', 'clot', 'than', 'vaccin']","['read', 'more', ':', 'get', 'covid', 'creat', 'far', 'higher', 'risk', 'of', 'rare', 'blood', 'clot', 'than', 'vaccin']","['read', 'more', ':', 'get', 'covid', 'creat', 'far', 'higher', 'risk', 'of', 'rare', 'blood', 'clot', 'than', 'vaccin']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D398BD875A3C%7D&siteid=rss&rss=1,the margin why comparing blood clot risks from covid19 vaccines and birth control pills doesnt work,2021-04-16 15:33:00.000000,marketwatch,anti,cc,False,the margin why comparing blood clot risks from covid19 vaccines and birth control pills doesnt work,right
8133,url_no_11268,51,0,Human trials showed people given a third shot after getting Moderna ’s two - dose vaccine had an increased immune response to the coronavirus strains first identified in South Africa and Brazil,Human trials showed people given a third shot after getting Moderna ’s two - dose vaccine had an increased immune response to the coronavirus strains first identified in South Africa and Brazil,"['human', 'trial', 'show', 'peopl', 'given', 'a', 'third', 'shot', 'after', 'get', 'moderna', '’', 's', 'two', '-', 'dose', 'vaccin', 'had', 'an', 'increas', 'immun', 'respons', 'to', 'the', 'coronaviru', 'strain', 'first', 'identifi', 'in', 'south', 'africa', 'and', 'brazil']","['human', 'trial', 'show', 'peopl', 'given', 'a', 'third', 'shot', 'after', 'get', 'moderna', '’', 's', 'two', '-', 'dose', 'vaccin', 'had', 'an', 'increas', 'immun', 'respons', 'to', 'the', 'coronaviru', 'strain', 'first', 'identifi', 'in', 'south', 'africa', 'and', 'brazil']","['human', 'trial', 'show', 'peopl', 'given', 'a', 'third', 'shot', 'after', 'get', 'moderna', '’', 's', 'two', '-', 'dose', 'vaccin', 'had', 'an', 'increas', 'immun', 'respons', 'to', 'the', 'coronaviru', 'strain', 'first', 'identifi', 'in', 'south', 'africa', 'and', 'brazil']","['human', 'trial', 'show', 'peopl', 'given', 'a', 'third', 'shot', 'after', 'get', 'moderna', '’', 's', 'two', '-', 'dose', 'vaccin', 'had', 'an', 'increas', 'immun', 'respons', 'to', 'the', 'coronaviru', 'strain', 'first', 'identifi', 'in', 'south', 'africa', 'and', 'brazil']",nypost.com/2021/05/05/moderna-booster-could-be-effective-against-covid-19-variants/,moderna booster effective against covid19 variants company says,2021-05-05 21:12:06.000000,new_york_post,anti,cc,False,moderna booster effective against covid19 variants company says,right
4904,url_no_6161,28,0,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,"['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']",dailymail.co.uk/news/article-9168161/England-dishes-300-000-daily-doses-amid-hope-NHS-hit-key-target.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,england dishes out 300000 daily doses amid hope that nhs can hit key target,2021-01-20 09:27:55.000000,drudgereport,anti,cc,False,england dishes out 300000 daily doses amid hope that nhs can hit key target,right
3373,url_no_4325,35,1,Coronavirus vaccine taken by tablet instead of injection is about to go into human trials – and scientist in charge,Coronavirus vaccine taken by tablet instead of injection is about to go into human trials – and scientist in charge,"['coronaviru', 'vaccin', 'taken', 'by', 'tablet', 'instead', 'of', 'inject', 'is', 'about', 'to', 'go', 'into', 'human', 'trial', '–', 'and', 'scientist', 'in', 'charg']","['coronaviru', 'vaccin', 'taken', 'by', 'tablet', 'instead', 'of', 'inject', 'is', 'about', 'to', 'go', 'into', 'human', 'trial', '–', 'and', 'scientist', 'in', 'charg']","['coronaviru', 'vaccin', 'taken', 'by', 'tablet', 'instead', 'of', 'inject', 'is', 'about', 'to', 'go', 'into', 'human', 'trial', '–', 'and', 'scientist', 'in', 'charg']","['coronaviru', 'vaccin', 'taken', 'by', 'tablet', 'instead', 'of', 'inject', 'is', 'about', 'to', 'go', 'into', 'human', 'trial', '–', 'and', 'scientist', 'in', 'charg']",dailymail.co.uk/news/article-8320209/Coronavirus-vaccine-taken-tablet-instead-injection-human-trials.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine taken by tablet instead of injection is about to go into human trials,2020-05-14 15:10:01.000000,drudgereport,anti,cc,False,coronavirus vaccine taken by tablet instead of injection is about to go into human trials,right
1636,url_no_2642,18,0,Marvin was in the ICU days after taking a COVID-19 vaccine,Marvin was in the ICU days after taking a COVID-19 vaccine,"['marvin', 'wa', 'in', 'the', 'icu', 'day', 'after', 'take', 'a', 'covid-19', 'vaccin']","['marvin', 'wa', 'in', 'the', 'icu', 'day', 'after', 'take', 'a', 'covid-19', 'vaccin']","['marvin', 'wa', 'in', 'the', 'icu', 'day', 'after', 'take', 'a', 'covid-19', 'vaccin']","['marvin', 'wa', 'in', 'the', 'icu', 'day', 'after', 'take', 'a', 'covid-19', 'vaccin']",sgtreport.com/2021/03/breaking-boxing-great-marvin-hagler-dies-according-to-reports-he-was-in-icu-on-saturday-after-taking-vaccine/,breaking boxing great marvin hagler dies  according to reports he was in icu on saturday after taking vaccine,2021-03-13 23:18:37.000000,sgtreport,anti,cc,False,breaking boxing great marvin hagler dies according to reports he was in icu on saturday after taking vaccine,right
