,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
9943,url_no_13254,49,0,"He plans to take the Covid vaccine in his bottom so his vaccination will not be public, like other world leaders.","that President Rodrigo Duterte of the Philippines plans to take the Covid vaccine in President Rodrigo Duterte of the Philippines bottom so President Rodrigo Duterte of the Philippines vaccination will not be public , like other world leaders","['that', 'he', 'plan', 'to', 'take', 'the', 'covid', 'vaccin', 'in', 'hi', 'bottom', 'so', 'hi', 'vaccin', 'will', 'not', 'be', 'public', ',', 'like', 'other', 'world', 'leader']","['that', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'plan', 'to', 'take', 'the', 'covid', 'vaccin', 'in', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'bottom', 'so', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'vaccin', 'will', 'not', 'be', 'public', ',', 'like', 'other', 'world', 'leader']","['that', 'he', 'plan', 'to', 'take', 'the', 'covid', 'vaccin', 'in', 'hi', 'bottom', 'so', 'hi', 'vaccin', 'will', 'not', 'be', 'public', ',', 'like', 'other', 'world', 'leader']","['that', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'plan', 'to', 'take', 'the', 'covid', 'vaccin', 'in', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'bottom', 'so', 'presid', 'rodrigo', 'dutert', 'of', 'the', 'philippin', 'vaccin', 'will', 'not', 'be', 'public', ',', 'like', 'other', 'world', 'leader']",dailymail.co.uk/news/article-9192285/Philippines-Duterte-injected-vaccine-a.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,philippines duterte will be injected with vaccine in the a,03:31.0,drudgereport,anti,cc,FALSE,philippines duterte will be injected with vaccine in the a,right,agree,disagree,Disagree,neutral
9401,url_no_12768,69,0,"It will make 100 million vaccine doses by end of year German biotechnology firm Curevac, which has been developing its own Covid-19 vaccine.","German biotech firm will make 100million vaccine doses by end of year German biotechnology firm Curevac , which has been developing German own Covid-19 vaccine ,","['it', 'will', 'make', '100million', 'vaccin', 'dose', 'by', 'end', 'of', 'year', 'german', 'biotechnolog', 'firm', 'curevac', ',', 'which', 'ha', 'been', 'develop', 'it', 'own', 'covid-19', 'vaccin', ',']","['german', 'biotech', 'firm', 'will', 'make', '100million', 'vaccin', 'dose', 'by', 'end', 'of', 'year', 'german', 'biotechnolog', 'firm', 'curevac', ',', 'which', 'ha', 'been', 'develop', 'german', 'own', 'covid-19', 'vaccin', ',']","['it', 'will', 'make', '100million', 'vaccin', 'dose', 'by', 'end', 'of', 'year', 'german', 'biotechnolog', 'firm', 'curevac', ',', 'which', 'ha', 'been', 'develop', 'it', 'own', 'covid-19', 'vaccin', ',']","['german', 'biotech', 'firm', 'will', 'make', '100million', 'vaccin', 'dose', 'by', 'end', 'of', 'year', 'german', 'biotechnolog', 'firm', 'curevac', ',', 'which', 'ha', 'been', 'develop', 'german', 'own', 'covid-19', 'vaccin', ',']",dailymail.co.uk/news/article-8697471/Oxfords-coronavirus-vaccine-enters-human-trials-Japan.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,oxfords coronavirus vaccine enters human trials in japan,55:14.0,drudgereport,anti,cc,FALSE,oxfords coronavirus vaccine enters human trials in japan,right,agree,disagree,Agree,neutral
482,url_no_826,45,0,"Even Francis has recommended the vaccines - So has declared to be morally acceptable even if they are produced with aborted fetuses, since  he admonishes us‚ those who today criticize the COVID vaccine accept other vaccines that have been administered up until now, even if those, too, were also obtained with abortions.","our friends also attend our parish say that even Francis has recommended the vaccines , which Professor So - and - So has declared to be morally acceptable even if Professor So-and-So are produced with aborted fetuses , since ‚Äî even Francis admonishes us ‚Äî those who today criticize the COVID vaccine accept other vaccines that have been administered up until now , even if those , too , were also obtained with abortions","['them', 'say', 'that', 'even', 'franci', 'ha', 'recommend', 'the', 'vaccin', ',', 'which', 'professor', 'so', '-', 'and', '-', 'so', 'ha', 'declar', 'to', 'be', 'moral', 'accept', 'even', 'if', 'they', 'are', 'produc', 'with', 'abort', 'fetus', ',', 'sinc', '‚Äî', 'he', 'admonish', 'us', '‚Äî', 'those', 'who', 'today', 'critic', 'the', 'covid', 'vaccin', 'accept', 'other', 'vaccin', 'that', 'have', 'been', 'administ', 'up', 'until', 'now', ',', 'even', 'if', 'those', ',', 'too', ',', 'were', 'also', 'obtain', 'with', 'abort']","['our', 'friend', 'also', 'attend', 'our', 'parish', 'say', 'that', 'even', 'franci', 'ha', 'recommend', 'the', 'vaccin', ',', 'which', 'professor', 'so', '-', 'and', '-', 'so', 'ha', 'declar', 'to', 'be', 'moral', 'accept', 'even', 'if', 'professor', 'so-and-so', 'are', 'produc', 'with', 'abort', 'fetus', ',', 'sinc', '‚Äî', 'even', 'franci', 'admonish', 'us', '‚Äî', 'those', 'who', 'today', 'critic', 'the', 'covid', 'vaccin', 'accept', 'other', 'vaccin', 'that', 'have', 'been', 'administ', 'up', 'until', 'now', ',', 'even', 'if', 'those', ',', 'too', ',', 'were', 'also', 'obtain', 'with', 'abort']","['them', 'say', 'that', 'even', 'franci', 'ha', 'recommend', 'the', 'vaccin', ',', 'which', 'professor', 'so', '-', 'and', '-', 'so', 'ha', 'declar', 'to', 'be', 'moral', 'accept', 'even', 'if', 'they', 'are', 'produc', 'with', 'abort', 'fetus', ',', 'sinc', '‚Äî', 'he', 'admonish', 'us', '‚Äî', 'those', 'who', 'today', 'critic', 'the', 'covid', 'vaccin', 'accept', 'other', 'vaccin', 'that', 'have', 'been', 'administ', 'up', 'until', 'now', ',', 'even', 'if', 'those', ',', 'too', ',', 'were', 'also', 'obtain', 'with', 'abort']","['our', 'friend', 'also', 'attend', 'our', 'parish', 'say', 'that', 'even', 'franci', 'ha', 'recommend', 'the', 'vaccin', ',', 'which', 'professor', 'so', '-', 'and', '-', 'so', 'ha', 'declar', 'to', 'be', 'moral', 'accept', 'even', 'if', 'professor', 'so-and-so', 'are', 'produc', 'with', 'abort', 'fetus', ',', 'sinc', '‚Äî', 'even', 'franci', 'admonish', 'us', '‚Äî', 'those', 'who', 'today', 'critic', 'the', 'covid', 'vaccin', 'accept', 'other', 'vaccin', 'that', 'have', 'been', 'administ', 'up', 'until', 'now', ',', 'even', 'if', 'those', ',', 'too', ',', 'were', 'also', 'obtain', 'with', 'abort']",sgtreport.com/2021/05/abp-vigano-offers-considerations-on-the-great-reset/,abp vigan offers considerations on the great reset,20:17.0,sgtreport,anti,cc,FALSE,abp vigan offers considerations on the great reset,right,agree,agree,Agree,neutral
10019,url_no_13483,58,0,It generated lower levels of protective antibodies in the bloodstream compared with those arising in recovered coronavirus patients.,that China‚Äôs coronavirus vaccine generated lower levels of protective antibodies in the bloodstream compared with those arising in recovered coronavirus patients,"['that', 'it', 'gener', 'lower', 'level', 'of', 'protect', 'antibodi', 'in', 'the', 'bloodstream', 'compar', 'with', 'those', 'aris', 'in', 'recov', 'coronaviru', 'patient']","['that', 'china', '‚Äô', 's', 'coronaviru', 'vaccin', 'gener', 'lower', 'level', 'of', 'protect', 'antibodi', 'in', 'the', 'bloodstream', 'compar', 'with', 'those', 'aris', 'in', 'recov', 'coronaviru', 'patient']","['that', 'it', 'gener', 'lower', 'level', 'of', 'protect', 'antibodi', 'in', 'the', 'bloodstream', 'compar', 'with', 'those', 'aris', 'in', 'recov', 'coronaviru', 'patient']","['that', 'china', '‚Äô', 's', 'coronaviru', 'vaccin', 'gener', 'lower', 'level', 'of', 'protect', 'antibodi', 'in', 'the', 'bloodstream', 'compar', 'with', 'those', 'aris', 'in', 'recov', 'coronaviru', 'patient']",politico.com/newsletters/playbook-pm/2020/11/18/vaccines-are-moving-fast-so-is-the-virus-490933,politico playbook pm vaccines are moving fast so is the virus,59:48.0,politico,between,cc,FALSE,politico playbook pm vaccines are moving fast so is the virus,right,agree,disagree,Agree,neutral
10842,url_no_14626,99,0,They were pleasantly surprised by how effective the 'first generation' of vaccines had been at curtailing the effects of Covid-19.,Scientists were pleasantly surprised by how effective the ' first generation ' of vaccines had been at curtailing the effects of Covid-19,"['they', 'were', 'pleasantli', 'surpris', 'by', 'how', 'effect', 'the', ""'"", 'first', 'gener', ""'"", 'of', 'vaccin', 'had', 'been', 'at', 'curtail', 'the', 'effect', 'of', 'covid-19']","['scientist', 'were', 'pleasantli', 'surpris', 'by', 'how', 'effect', 'the', ""'"", 'first', 'gener', ""'"", 'of', 'vaccin', 'had', 'been', 'at', 'curtail', 'the', 'effect', 'of', 'covid-19']","['they', 'were', 'pleasantli', 'surpris', 'by', 'how', 'effect', 'the\', ""\'"", \'first', 'gener\', ""\'"", \'of', 'vaccin', 'had', 'been', 'at', 'curtail', 'the', 'effect', 'of', 'covid-19']","['scientist', 'were', 'pleasantli', 'surpris', 'by', 'how', 'effect', 'the\', ""\'"", \'first', 'gener\', ""\'"", \'of', 'vaccin', 'had', 'been', 'at', 'curtail', 'the', 'effect', 'of', 'covid-19']",dailymail.co.uk/news/article-9322181/Scientists-fear-mutations-mean-Covid-19-likely-cause-significant-deaths-years-come.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,scientists fear mutations mean covid19 is likely to cause significant deaths for years to come,06:12.0,drudgereport,anti,cc,FALSE,scientists fear mutations mean covid19 is likely to cause significant deaths for years to come,right,agree,agree,Agree,neutral
3292,url_no_4280,65,0,If the new drug can boost their immune system even further.,if the new drug can boost A coronavirus vaccine developed by Australian researchers immune system even further,"['if', 'the', 'new', 'drug', 'can', 'boost', 'their', 'immun', 'system', 'even', 'further']","['if', 'the', 'new', 'drug', 'can', 'boost', 'a', 'coronaviru', 'vaccin', 'develop', 'by', 'australian', 'research', 'immun', 'system', 'even', 'further']","['if', 'the', 'new', 'drug', 'can', 'boost', 'their', 'immun', 'system', 'even', 'further']","['if', 'the', 'new', 'drug', 'can', 'boost', 'a', 'coronaviru', 'vaccin', 'develop', 'by', 'australian', 'research', 'immun', 'system', 'even', 'further']",dailymail.co.uk/news/article-8578411/Coronavirus-vaccine-developed-Australian-researchers-develops-immune-response.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine developed by australian researchers develops immune response,42:19.0,drudgereport,anti,cc,FALSE,coronavirus vaccine developed by australian researchers develops immune response,right,agree,neutral,Agree,neutral
6050,url_no_7780,166,0,"Trust in COVID-19 vaccines had risen in nine out of 14 countries covered , including France , Japan and Singapore which had previously had low levels of confidence.","trust in COVID-19 vaccines had risen in nine out of 14 countries covered , including France , Japan and Singapore which had previously had low levels of confidence","['trust', 'in', 'covid-19', 'vaccin', 'had', 'risen', 'in', 'nine', 'out', 'of', '14', 'countri', 'cover', ',', 'includ', 'franc', ',', 'japan', 'and', 'singapor', 'which', 'had', 'previous', 'had', 'low', 'level', 'of', 'confid']","['trust', 'in', 'covid-19', 'vaccin', 'had', 'risen', 'in', 'nine', 'out', 'of', '14', 'countri', 'cover', ',', 'includ', 'franc', ',', 'japan', 'and', 'singapor', 'which', 'had', 'previous', 'had', 'low', 'level', 'of', 'confid']","['trust', 'in', 'covid-19', 'vaccin', 'had', 'risen', 'in', 'nine', 'out', 'of', '14', 'countri', 'cover', ',', 'includ', 'franc', ',', 'japan', 'and', 'singapor', 'which', 'had', 'previous', 'had', 'low', 'level', 'of', 'confid']","['trust', 'in', 'covid-19', 'vaccin', 'had', 'risen', 'in', 'nine', 'out', 'of', '14', 'countri', 'cover', ',', 'includ', 'franc', ',', 'japan', 'and', 'singapor', 'which', 'had', 'previous', 'had', 'low', 'level', 'of', 'confid']",ocregister.com/2021/03/04/global-vaccine-confidence-grows-as-side-effect-worries-fade/,global vaccine confidence grows as side effect worries fade,29:19.0,orange_county_register,between,cc,FALSE,global vaccine confidence grows as side effect worries fade,right,agree,agree,Agree,agree
9936,url_no_13244,139,0,"That ""with more than 60,000 community pharmacies nationwide in which nearly 90% of all Americans live within five miles of a pharmacy‚ pharmacists stand ready to support Operation Warp Speed 's efforts to safely and efficiently bring the Covid-19 vaccine to the American public.","that "" with more than 60,000 community pharmacies nationwide ‚Äî in which nearly 90 % of all Americans live within five miles of a pharmacy ‚Äî pharmacists stand ready to support Operation Warp Speed 's efforts to safely and efficiently bring the Covid-19 vaccine to the American public","['that', '``', 'with', 'more', 'than', '60,000', 'commun', 'pharmaci', 'nationwid', '‚Äî', 'in', 'which', 'nearli', '90', '%', 'of', 'all', 'american', 'live', 'within', 'five', 'mile', 'of', 'a', 'pharmaci', '‚Äî', 'pharmacist', 'stand', 'readi', 'to', 'support', 'oper', 'warp', 'speed', ""'s"", 'effort', 'to', 'safe', 'and', 'effici', 'bring', 'the', 'covid-19', 'vaccin', 'to', 'the', 'american', 'public']","['that', '``', 'with', 'more', 'than', '60,000', 'commun', 'pharmaci', 'nationwid', '‚Äî', 'in', 'which', 'nearli', '90', '%', 'of', 'all', 'american', 'live', 'within', 'five', 'mile', 'of', 'a', 'pharmaci', '‚Äî', 'pharmacist', 'stand', 'readi', 'to', 'support', 'oper', 'warp', 'speed', ""'s"", 'effort', 'to', 'safe', 'and', 'effici', 'bring', 'the', 'covid-19', 'vaccin', 'to', 'the', 'american', 'public']","['that', '``', 'with', 'more', 'than', '60,000', 'commun', 'pharmaci', 'nationwid', '‚Äî', 'in', 'which', 'nearli', '90', '%', 'of', 'all', 'american', 'live', 'within', 'five', 'mile', 'of', 'a', 'pharmaci', '‚Äî', 'pharmacist', 'stand', 'readi', 'to', 'support', 'oper', 'warp', 'speed\', ""\'s"", \'effort', 'to', 'safe', 'and', 'effici', 'bring', 'the', 'covid-19', 'vaccin', 'to', 'the', 'american', 'public']","['that', '``', 'with', 'more', 'than', '60,000', 'commun', 'pharmaci', 'nationwid', '‚Äî', 'in', 'which', 'nearli', '90', '%', 'of', 'all', 'american', 'live', 'within', 'five', 'mile', 'of', 'a', 'pharmaci', '‚Äî', 'pharmacist', 'stand', 'readi', 'to', 'support', 'oper', 'warp', 'speed\', ""\'s"", \'effort', 'to', 'safe', 'and', 'effici', 'bring', 'the', 'covid-19', 'vaccin', 'to', 'the', 'american', 'public']",forbes.com/sites/forbestechcouncil/2020/07/07/pharmacy-delivered-technologies-open-new-windows-in-primary-care-and-testing/,pharmacydelivered technologies open new windows in primary care and testing,10:00.0,forbes,anti,cc,FALSE,pharmacydelivered technologies open new windows in primary care and testing,right,agree,disagree,Agree,neutral
8117,url_no_11260,126,0,Any COVID-19 vaccine would have to be at least 50 % effective.,any COVID-19 vaccine would have to be at least 50 % effective,"['ani', 'covid-19', 'vaccin', 'would', 'have', 'to', 'be', 'at', 'least', '50', '%', 'effect']","['ani', 'covid-19', 'vaccin', 'would', 'have', 'to', 'be', 'at', 'least', '50', '%', 'effect']","['ani', 'covid-19', 'vaccin', 'would', 'have', 'to', 'be', 'at', 'least', '50', '%', 'effect']","['ani', 'covid-19', 'vaccin', 'would', 'have', 'to', 'be', 'at', 'least', '50', '%', 'effect']",marketwatch.com/story/moderna-asking-u-s-european-regulators-to-authorize-covid-19-vaccine-for-emergency-use-01606755057?mod=article_inline,moderna asking us european regulators to authorize covid19 vaccine for emergency use,50:00.0,marketwatch,anti,cc,FALSE,moderna asking us european regulators to authorize covid19 vaccine for emergency use,right,agree,agree,Agree,neutral
4965,url_no_6230,167,0,It works using an adenovirus-a virus best known for causing the common cold-as a vehicle to transport the coronavirus genetics into the body.,the Covid-19 vaccine works using an adenovirus - a virus best known for causing the common cold - as a vehicle to transport the coronavirus genetics into the body,"['it', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['the', 'covid-19', 'vaccin', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['it', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['the', 'covid-19', 'vaccin', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']",dailymail.co.uk/news/article-8771875/EU-buys-Oxfords-Covid-19-vaccine-knock-price-cover-costs-jab-effects.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,eu buys oxfords covid19 vaccine for knockoff price but will cover costs if jab has side effects,22:35.0,drudgereport,anti,cc,FALSE,eu buys oxfords covid19 vaccine for knockoff price but will cover costs if jab has side effects,right,agree,neutral,Agree,neutral
12393,url_no_17459,27,0,Anyone who has ever had a severe allergic reaction to any ingredient in a COVID-19 vaccine should not get that vaccine.,that anyone who has ever had a severe allergic reaction to any ingredient in a COVID-19 vaccine should not get that vaccine,"['that', 'anyon', 'who', 'ha', 'ever', 'had', 'a', 'sever', 'allerg', 'reaction', 'to', 'ani', 'ingredi', 'in', 'a', 'covid-19', 'vaccin', 'should', 'not', 'get', 'that', 'vaccin']","['that', 'anyon', 'who', 'ha', 'ever', 'had', 'a', 'sever', 'allerg', 'reaction', 'to', 'ani', 'ingredi', 'in', 'a', 'covid-19', 'vaccin', 'should', 'not', 'get', 'that', 'vaccin']","['that', 'anyon', 'who', 'ha', 'ever', 'had', 'a', 'sever', 'allerg', 'reaction', 'to', 'ani', 'ingredi', 'in', 'a', 'covid-19', 'vaccin', 'should', 'not', 'get', 'that', 'vaccin']","['that', 'anyon', 'who', 'ha', 'ever', 'had', 'a', 'sever', 'allerg', 'reaction', 'to', 'ani', 'ingredi', 'in', 'a', 'covid-19', 'vaccin', 'should', 'not', 'get', 'that', 'vaccin']",sgtreport.com/2020/12/thousands-negatively-affected-after-getting-covid-19-vaccine/?utm_source=rss&utm_medium=rss&utm_campaign=thousands-negatively-affected-after-getting-covid-19-vaccine,thousands negatively affected after getting covid19 vaccine,20:46.0,sgtreport,anti,cc,FALSE,thousands negatively affected after getting covid19 vaccine,right,agree,disagree,Disagree,neutral
